aggLatitude,aggLongitude,aggName,bigCityID,repCode,rptMStateKey,aggDateArt3,aggDateArt4,aggC1,aggC2,aggGenerated,aggPercPrimTreatment,aggPercSecTreatment,aggPercStringentTreatment,aggPercWithoutTreatment,aggCode,
38.961593,-0.575586,CANALS-L'ALCÚDIA DE CRESPINS,,1,ES,20001231,20001231,100,0,25419,0,0,0,0,ES10460810002010,
38.964600,-5.956130,MEDELLIN,,1,ES,20051231,20051231,100,0,7800,,,,0,ES11060800001010,
38.964980,-2.743370,OSSA DE MONTIEL,,1,ES,20051231,20051231,100,0,5833,0,0,0,0,ES8020570002010,
38.965310,-1.441670,HIGUERUELA,,1,ES,20051231,20051231,100,0,2700,0,0,0,0,ES8020390003010,
38.965582,-9.418937,Ericeira,,PT_2016,PT,20001231,20001231,100,0,25300,,,,0,PTAGL073,
38.965950,8.772830,TEULADA,,IT006,IT,20051231,20051231,100,0,6988,,,,0,IT20000000000211,
38.966000,-5.835710,DON BENITO-VILLANUEVA DE LA SERENA,,1,ES,19981231,19981231,100,0,62000,,,,0,ES11061530005010,
38.969390,-3.892870,CIUDAD REAL-MIGUELTURRA,ES8130340002010,1,ES,19981231,19981231,100,0,170000,0,0,0,0,ES8130340002010,
38.976500,26.371800,PLOMARI,,EL_UWWTD_2018,GR,20051231,20051231,100,0,4361,0,0,0,0,EL41101601,
38.977000,-5.269810,ESPARRAGOSA DE LARES,,1,ES,20051231,20051231,100,0,2700,,,,0,ES11060480001010,
38.978110,16.583782,PENTONE,,IT006,IT,20051231,20051231,94,5,2155,,,,1,IT18Q90000001642,
38.978300,-5.049400,SIRUELA,,1,ES,20051231,20051231,100,0,7100,,,,0,ES11061250001010,
38.979765,-8.813131,Benavente,,PT_2016,PT,20051231,20051231,100,0,8300,,,,0,PTAGL274,
38.980075,-0.163160,ALMOINES,,,,,,,,,,,,,," VILLALONGA""	ES10461310002010	1	ES	20001231	20001231	100	0	120207	0	0	0	0	ES10461310002010"
38.980720,-4.872490,AGUDO II,,1,ES,20051231,20051231,100,0,1681,0,0,0,0,ES8130020001011,
38.980720,-4.872490,AGUDO I,,1,ES,20051231,20051231,100,0,1681,0,0,0,0,ES8130020001010,
38.981218,16.407209,SERRASTRETTA,,IT006,IT,20051231,20051231,92,0,3200,,,,8,IT18Q90000001625,
38.982005,-9.282294,Gradil,,PT_2016,PT,20051231,20051231,100,0,5000,,,,0,PTAGL449,
38.982611,16.687171,ZAGARISE,,IT006,IT,20051231,20051231,96.7,0,1800,,,,3.3,IT18Q90000001639,
38.983456,16.522827,GIMIGLIANO,,IT006,IT,20051231,20051231,3,0,3500,,,,97,IT18Q90000001624,
38.983640,1.301300,SANT ANTONI,,1,ES,20001231,20001231,98,2,78000,,,,0,ES4070460002010,
38.984248,-9.077603,Arruda dos Vinhos,,PT_2016,PT,20051231,20051231,100,0,5400,,,,0,PTAGL268,
38.984751,-0.548995,NOVETLE,,1,ES,20051231,20051231,100,0,908,0,0,0,0,ES10461800000000,
38.985000,1.530000,SANTA EULALIA DEL RIU,,1,ES,19981231,19981231,100,0,62000,,,,0,ES4070540004150,
38.986900,-5.256470,PUEBLA DE ALCOCER,,1,ES,20051231,20051231,100,0,3600,,,,0,ES11061020001010,
38.987283,-8.288598,Couco,,PT_2016,PT,20051231,20051231,100,0,3000,,,,0,PTAGL448,
38.988251,16.843419,BELCASTRO,,IT006,IT,20051231,20051231,95,5,4575,,,,0,IT18Q90000001628,
38.989663,-0.685353,ENGUERA,,1,ES,20051231,20051231,100,0,6598,0,0,0,0,ES10461180001010,
38.989740,-4.114640,ALCOLEA DE CALATRAVA,,1,ES,20051231,20051231,100,0,3338,0,0,0,0,ES8130070001010,
38.990025,-0.477341,GENOVES,,1,ES,20051231,20051231,100,0,1963,0,0,0,0,ES10461320002010,
38.992630,-3.363560,MANZANARES-MEMBRILLA,,1,ES,19981231,19981231,100,0,73200,0,0,0,0,ES8130530003010,
38.994880,-1.860670,ALBACETE,ES003,1,ES,20001231,20001231,100,0,253419,0,0,0,0,ES8020030002010,
38.997343,16.468600,SAN_PIETRO_APOSTOLO,,IT006,IT,20051231,20051231,68,5,1743,,,,27,IT18Q90000001638,
38.997914,-9.116303,Pontes de Monfalim,,PT_2016,PT,20051231,20051231,100,0,3000,,,,0,PTAGL446,
38.998249,16.715949,SERSALE,,IT006,IT,20051231,20051231,62,5,4789,,,,33,IT18Q90000001611,
39.000502,-0.502001,XATIVA,,1,ES,20001231,20001231,100,0,27187,0,0,0,0,ES10461450006010,
39.000858,16.983663,CUTRO,,IT006,IT,20001231,20001231,95,5,35253,,,,0,IT18Q90000001661,
39.001500,-6.289030,MIRANDILLA,,1,ES,20051231,20051231,100,0,3600,,,,0,ES11060840001010,
39.005551,-8.734340,Foros de Salvaterra,,PT_2016,PT,20051231,20051231,100,0,6700,,,,0,PTAGL450,
39.006012,-9.183663,Gosundeira,,PT_2016,PT,20051231,20051231,100,0,4300,,,,0,PTAGL318,
39.006900,-5.532910,ORELLANA LA VIEJA,,1,ES,20051231,20051231,100,0,8100,,,,0,ES11060970001010,
39.008140,9.003680,PULA,,IT006,IT,20051231,20051231,100,0,11766,,,,0,IT20000000000155,
39.008246,-0.557064,CERDA,,,,,,,,,,,,,,
39.009910,-7.074480,Campo Maior,,PT_2016,PT,20051231,20051231,100,0,8200,,,,0,PTAGL284,
39.010095,16.318090,PLATANIA,,IT006,IT,20051231,20051231,96,2,2500,,,,2,IT18Q90000001635,
39.012433,-0.526617,LA LLOSA DE RANES,,1,ES,20051231,20051231,100,0,5237,0,0,0,0,ES10461570001010,
39.012464,-0.212132,XERESA,,1,ES,20051231,20051231,100,0,2115,0,0,0,0,ES10461460001010,
39.013600,-6.011330,SANTA AMALIA,,1,ES,20051231,20051231,100,0,8600,,,,0,ES11061200001010,
39.015927,16.751022,CERVA,,IT006,IT,20051231,20051231,95,1,1500,,,,4,IT18Q90000001643,
39.018031,-9.152920,Sobral de Monte Agraco,,PT_2016,PT,20051231,20051231,100,0,3100,,,,0,PTAGL394,
39.018446,-0.466375,LLOCNOU D'EN FENOLLET,,1,ES,20051231,20051231,100,0,568,0,0,0,0,ES10461510000000,
39.020542,16.480161,CICALA,,IT006,IT,20051231,20051231,95,5,1500,,,,0,IT18Q90000001634,
39.021600,-3.817400,CARRION DE CALATRAVA-TORRALBA DE CALATRAVA,,1,ES,19981231,19981231,100,0,12000,0,0,0,0,ES8130310001010,
39.022801,-0.640416,ANNA,,1,ES,20051231,20051231,100,0,1698,0,0,0,0,ES10460390000000,
39.026960,9.027480,PERD_E_SALI_E_PORTO_COLUMBU,,IT006,IT,20051231,20051231,100,0,6243,,,,0,IT20000000000139,
39.027258,-8.984174,Carregado,,PT_2016,PT,20051231,20051231,100,0,11000,,,,0,PTAGL124,
39.028029,-8.794354,Salvaterra de Magos,,PT_2016,PT,20051231,20051231,100,0,4500,,,,0,PTAGL385,
39.034040,8.999210,VILLA_SAN_PIETRO,,IT006,IT,20051231,20051231,100,0,2128,,,,0,IT20000000000232,
39.034442,-9.289556,Turcifal/Freiria,,PT_2016,PT,20051231,20051231,100,0,6000,,,,0,PTAGL442,
39.034967,-0.206072,XERACO,,1,ES,20051231,20051231,100,0,5119,0,0,0,0,ES10461430001010,
39.035100,-5.709720,VALDIVIA,,1,ES,20051231,20051231,100,0,4500,,,,0,ES11061530004010,
39.036780,-4.174140,PIEDRABUENA,,1,ES,20051231,20051231,100,0,5600,0,0,0,0,ES8130630002010,
39.037875,-9.178325,Dois Portos,,PT_2016,PT,20051231,20051231,100,0,5400,,,,0,PTAGL301,
39.040200,-5.232070,TALARRUBIAS,,1,ES,19981231,19981231,100,0,10100,,,,0,ES11061270002010,
39.042337,-8.643008,Gloria Ribatejo_Salvaterra,,PT_2016,PT,20051231,20051231,100,0,2500,,,,0,PTAGL456,
39.042955,21.118117,MENIDI,,EL_UWWTD_2018,GR,20051231,20051231,0,100,2520,100,0,0,0,EL23101801,
39.043290,-2.477360,MUNERA,,1,ES,20051231,20051231,100,0,7583,0,0,0,0,ES8020530001010,
39.044373,16.279945,CONFLENTI,,IT006,IT,20051231,20051231,75.4,14.6,1464,,,,9,IT18Q90000001641,
39.044800,16.601987,ALBI,,IT006,IT,20051231,20051231,95,5,2571,,,,0,IT18Q90000001644,
39.045070,16.365327,DECOLLATURA,,IT006,IT,20051231,20051231,80,5,4000,,,,15,IT18Q90000001622,
39.047060,-0.306826,SIMAT DE LA VALLDIGNA,,1,ES,20051231,20051231,100,0,3378,0,0,0,0,ES10462310002010,
39.047081,16.443384,CARLOPOLI,,IT006,IT,20051231,20051231,90,5,1576,,,,5,IT18Q90000001623,
39.047630,-8.703937,Marinhais/Gloria do Ribatejo,,PT_2016,PT,20051231,20051231,100,0,7900,,,,0,PTAGL328,
39.048390,-2.200960,BARRAX,,1,ES,20051231,20051231,100,0,4615,0,0,0,0,ES8020150001010,
39.048594,-0.660425,CHELLA,,1,ES,20051231,20051231,100,0,4529,0,0,0,0,ES10461070001010,
39.050600,-4.998310,GARBAYUELA,,1,ES,20051231,20051231,100,0,2000,,,,0,ES11060560001010,
39.050880,-0.299044,BENIFAIRO DE LA VALLDIGNA,,1,ES,20051231,20051231,100,0,2480,0,0,0,0,ES10460590001010,
39.051765,16.516977,SORBO_SAN_BASILE,,IT006,IT,20051231,20051231,100,0,2098,,,,0,IT18Q90000001646,
39.051818,-9.006579,Alenquer,,PT_2016,PT,20051231,20051231,100,0,9000,,,,0,PTAGL246,
39.053052,-7.890495,Avis,,PT_2016,PT,20051231,20051231,100,0,3200,,,,0,PTAGL457,
39.053561,-0.468679,L'ENOVA,,,,,,,,,,,,,,
39.055894,-1.044485,AYORA,,1,ES,20051231,20051231,100,0,5823,0,0,0,0,ES10460440001010,
39.058211,-7.651017,Fronteira,,PT_2016,PT,20051231,20051231,100,0,2300,,,,0,PTAGL314,
39.059719,16.806703,MESORACA,,IT006,IT,20051231,20051231,0,5,7000,,,,95,IT18Q90000001664,
39.062931,-8.791675,Ponte do Reguengo,,PT_2016,PT,20051231,20051231,100,0,3000,,,,0,PTAGL363,
39.063240,8.455370,SANT_ANTIOCO,,IT006,IT,20001231,20001231,100,0,15765,,,,0,IT20000000000179,
39.064672,16.727534,PETRONÀ,,IT006,IT,20051231,20051231,100,0,6684,,,,0,IT18Q90000001620,
39.065200,-6.503220,NAVA DE SANTIAGO (LA),,1,ES,20051231,20051231,100,0,2600,,,,0,ES11060900001010,
39.065470,9.011160,SARROCH,,IT006,IT,20051231,20051231,100,0,6170,,,,0,IT20000000000184,
39.066001,-9.208446,Runa_Torres Vedras,,PT_2016,PT,20051231,20051231,100,0,4900,,,,0,PTAGL453,
39.067838,-0.546874,BENEIXIDA,,1,ES,20051231,20051231,100,0,416,0,0,0,0,ES10460530000000,
39.069600,21.019800,NEOCHORIO,,EL_UWWTD_2018,GR,20051231,20051231,0,100,2207,100,0,0,0,EL21100501,
39.071260,8.637670,GIBA,,IT006,IT,20051231,20051231,100,0,4982,,,,0,IT20000000000073,
39.071350,-3.611910,DAIMIEL,,1,ES,19981231,19981231,100,0,29548,0,0,0,0,ES8130390001010,
39.073254,-8.869865,Azambuja,,PT_2016,PT,20051231,20051231,100,0,6100,,,,0,PTAGL067,
39.075089,-0.563579,ALCANTERA DE XUQUER,,,,,,,,,,,,,,
39.075469,-0.253700,TAVERNES DE LA VALLDIGNA,,1,ES,20051231,20051231,100,0,8448,0,0,0,0,ES10462380001012,
39.075547,-9.056423,Espicandeira,,PT_2016,PT,20051231,20051231,100,0,4620,,,,0,PTAGL303,
39.076766,-0.589609,ANTELLA,,1,ES,20051231,20051231,100,0,1290,0,0,0,0,ES10460400000000,
39.077750,1.599980,CALA DE SANT VICENT,,1,ES,20051231,20051231,100,0,2500,,,,0,ES4070500006010,
39.077933,-8.176523,Montargil_Ponte de Sor,,PT_2016,PT,20051231,20051231,100,0,2400,,,,0,PTAGL496,
39.078600,-5.810310,VILLAR DE RENA,,1,ES,20051231,20051231,100,0,2900,,,,0,ES11061560004010,
39.080410,1.438270,PORT DE SANT MIQUEL,,1,ES,20051231,20051231,100,0,3000,,,,0,ES4070500007010,
39.081200,26.182400,POLICHNITOS,,EL_UWWTD_2018,GR,20051231,20051231,0,100,2057,100,0,0,0,EL41101701,
39.082153,-0.218336,TAVERNES DE LA VALLDIGNA (BASA),,1,ES,20051231,20051231,100,0,5850,0,0,0,0,ES10462380001021,
39.083700,26.372800,AYASSOS,,EL_UWWTD_2018,GR,20051231,20051231,0,100,2293,100,0,0,0,EL41100301,
39.084680,-9.096565,Aldeia Gavinha,,PT_2016,PT,20051231,20051231,100,0,1700,,,,0,PTAGL437,
39.086986,16.932838,S_MAURO_MARCHESATO,,IT006,IT,20051231,20051231,80,5,3166,,,,15,IT18Q90000001669,
39.087768,-0.624761,SUMACARCER,,1,ES,20051231,20051231,100,0,832,0,0,0,0,ES10462360000000,
39.088670,-4.619370,PUEBLA DE DON RODRIGO,,1,ES,20051231,20051231,100,0,3005,0,0,0,0,ES8130680001010,
39.091230,8.715810,SANTADI,,IT006,IT,20051231,20051231,100,0,6687,,,,0,IT20000000000178,
39.091600,-5.468350,NAVALVILLAR DE PELA,,1,ES,20051231,20051231,100,0,7100,,,,0,ES11060910001010,
39.092419,17.088059,CROTONE,,IT006,IT,20001231,20001231,93.8,1.8,73055,,,,4.4,IT18Q90000001659,
39.092903,-9.258485,Torres Vedras,,PT_2016,PT,20001231,20001231,100,0,31400,,,,0,PTAGL091,
39.096094,-1.073484,ZARRA,,1,ES,20051231,20051231,100,0,357,0,0,0,0,ES10462630000000,
39.099706,16.885693,ROCCABERNARDA,,IT006,IT,20051231,20051231,99.1,0,3543,,,,0.9,IT18Q90000001668,
39.101070,16.094032,AMANTEA,,IT006,IT,20001231,20001231,95,3,53904,,,,2,IT18Q90000001603,
39.101624,-0.228288,TAVERNES DE LA VALLDIGNA (GOLETA),,1,ES,20051231,20051231,100,0,1750,0,0,0,0,ES10462380001022,
39.101710,-2.956660,RUIDERA,,1,ES,20051231,20051231,100,0,8628,0,0,0,0,ES8139020001010,
39.102200,26.556100,MYTILINI,,EL_UWWTD_2018,GR,20001231,20001231,98,2,35500,2,2,0,0,EL41100101,
39.102300,21.086100,KOBOTI,,EL_UWWTD_2018,GR,20051231,20051231,0,100,5725,100,0,0,0,EL21100901,
39.102770,-0.703465,NAVARRES,,1,ES,19981231,20051231,100,0,2779,0,0,0,0,ES10461790001010,
39.104200,22.896800,SOURPI,,EL_UWWTD_2018,GR,20051231,20051231,0,100,2000,100,0,0,0,EL14302101,
39.105800,-5.328260,CASAS DE DON PEDRO,,1,ES,20051231,20051231,100,0,6000,,,,0,ES11060330001010,
39.107100,8.369000,CALASETTA,,IT006,IT,20051231,20051230,100,0,4364,,,,0,IT20000000000040,
39.108452,-1.054806,TERESA DE COFRENTES,,1,ES,20051231,20051231,100,0,1580,0,0,0,0,ES10462390000000,
39.108900,8.521910,SAN_GIOVANNI_SUERGIU,,IT006,IT,20051231,20051231,100,0,5068,,,,0,IT20000000000164,
39.109600,-6.686540,ROCA DE LA SIERRA (LA),,1,ES,20051231,20051231,100,0,4000,,,,0,ES11061150001010,
39.110617,-0.487800,ALZIRA,,,,,,,,,,,,,,
39.111861,-9.365630,Santa Cruz/Silveira,,PT_2016,PT,20001231,20001231,100,0,40100,,,,0,PTAGL088,
39.113050,1.519320,PORTINATX,,1,ES,20051231,20051231,100,0,7300,,,,0,ES4070500005010,
39.113074,16.174738,AIELLO_CALABRO,,IT006,IT,20051231,20051231,40,5,2000,,,,55,IT18Q90000001506,
39.113097,16.779584,PETILIA_POLICASTRO,,IT006,IT,20051231,20051231,79.6,5,13000,,,,15.4,IT18Q90000001666,
39.116240,-1.995260,GINETA (LA),,1,ES,20051231,20051231,100,0,4443,0,0,0,0,ES8020350001010,
39.117178,16.580179,TAVERNA,,IT006,IT,20051231,20051231,100,0,8043,,,,0,IT18Q90000001618,
39.120800,23.727400,SKOPELOS,,EL_UWWTD_2018,GR,20051231,20051231,98,2,7444,2,0,0,0,EL14302001,
39.123450,-7.290409,Arronches,,PT_2016,PT,20051231,20051231,100,0,2100,,,,0,PTAGL267,
39.125410,-3.902330,FERNAN CABALLERO,,1,ES,20051231,20051231,100,0,4000,0,0,0,0,ES8130400001010,
39.126613,16.310847,SCIGLIANO,,IT006,IT,20051231,20051231,89,8,1620,,,,3,IT18Q90000001592,
39.127718,-0.282727,FAVARA,,1,ES,20020831,20051231,100,0,2368,0,0,0,0,ES10461230001010,
39.128360,22.305539,DOMOKOS,,EL_UWWTD_2018,GR,20051231,20051231,0,100,2819,100,0,0,0,EL24400801,
39.129855,17.000194,SCANDALE,,IT006,IT,20051231,20051231,83,5,3250,,,,12,IT18Q90000001672,
39.130610,-3.090980,ARGAMASILLA DE ALBA,,1,ES,19981231,19981231,100,0,13759,0,0,0,0,ES8130190001010,
39.133400,-6.847590,VILLAR DEL REY,,1,ES,20051231,20051231,100,0,4600,,,,0,ES11061550001010,
39.133500,-4.932110,FUENLABRADA DE LOS MONTES,,1,ES,20051231,20051231,100,0,5700,,,,0,ES11060510001010,
39.134450,16.223236,GRIMALDI,,IT006,IT,20051231,20051231,88,2,1739,,,,10,IT18Q90000001538,
39.136213,-8.899804,Aveiras Cima,,PT_2016,PT,20051231,20051231,100,0,4700,,,,0,PTAGL270,
39.136630,9.429240,SOLANAS,,IT006,IT,20051231,20051231,0,100,7712,,,,0,IT20000000000201,
39.136760,-1.675770,VALDEGANGA,,1,ES,20051231,20051231,100,0,3000,0,0,0,0,ES8020750001020,
39.138392,-1.063446,JARAFUEL,,1,ES,20051231,20051231,100,0,685,0,0,0,0,ES10461440000000,
39.138730,9.012910,LA_MADDALENA_SPIAGGIA,,IT006,IT,20051231,20051230,100,0,7080,,,,0,IT20000000000090,
39.138776,-0.507716,ALBERIC,,,,,,,,,,,,,,
39.139547,-9.178773,Maxial/Aldeia Grande,,PT_2016,PT,20051231,20051231,100,0,5200,,,,0,PTAGL330,
39.142300,-5.622930,MADRIGALEJO,,1,ES,20051231,20051231,100,0,3900,,,,0,ES11101120001010,
39.142610,9.520720,VILLASIMIUS,,IT006,IT,20001231,20001231,100,0,31706,,,,0,IT20000000000239,
39.143820,8.305380,CARLOFORTE,,IT006,IT,20051231,20051230,100,0,8000,,,,0,IT20000000000046,
39.144159,-8.688243,Benfica do Ribatejo,,PT_2016,PT,20051231,20051231,100,0,2400,,,,0,PTAGL276,
39.145272,-9.019554,Atouguia/Abrigada,,PT_2016,PT,20051231,20051231,100,0,2100,,,,0,PTAGL269,
39.146700,23.864600,PATITIRI,,EL_UWWTD_2018,GR,20051231,20051231,0,100,2872,100,0,0,0,EL143005011,
39.146700,8.973260,POGGIO_DEI_PINI,,IT006,IT,20051231,20051230,100,0,2307,,,,0,IT20000000000144,
39.147025,-9.233366,Vila Facaia/Ramalhal,,PT_2016,PT,20051231,20051231,100,0,2900,,,,0,PTAGL413,
39.148620,-4.152100,PORZUNA,,1,ES,20051231,20051231,100,0,5085,0,0,0,0,ES8130650002010,
39.150221,-8.839603,Pontevel,,PT_2016,PT,20051231,20051231,100,0,2300,,,,0,PTAGL364,
39.150813,-0.582965,TOUS,,1,ES,20051231,20051231,100,0,784,0,0,0,0,ES10462460000000,
39.151338,16.391102,CASSANO_ALLO_IONIO,,IT006,IT,20001231,20001231,91.65,7.3,48051,,7,,1.05,IT18Q90000001520,
39.151885,-0.326540,CORBERA,,,,,,,,,,,,,,
39.151934,-0.256964,CULLERA,,1,ES,20001231,20001231,100,0,27962,0,0,0,0,ES10461050002010,
39.153190,9.396110,TORRE_DELLE_STELLE,,IT006,IT,20001231,20001231,0,100,15653,,,,0,IT20000000000217,
39.155181,16.914312,SANTA_SEVERINA,,IT006,IT,20051231,20051231,33.8,5,3250,,,,61.2,IT18Q90000001670,
39.155200,-5.902730,MIAJADAS-ESCURIAL,,1,ES,20001231,20001231,100,0,21500,,,,0,ES11101210003010,
39.158560,-3.018660,TOMELLOSO,,1,ES,19981231,19981231,100,0,56473,0,0,0,0,ES8130820002010,
39.158800,20.989230,ARTA,,EL_UWWTD_2018,GR,19990101,19990101,100,0,31500,0,0,0,0,EL21100101,
39.160285,-8.788321,Cartaxo/Vila Cha de Ourique,,PT_2016,PT,20001231,20001231,100,0,16900,,,,0,PTAGL125,
39.164280,8.522640,CARBONIA,,IT006,IT,20001231,20001231,100,0,28620,,,,0,IT20000000000044,
39.164700,20.755300,LOUROS,,EL_UWWTD_2018,GR,20051231,20051231,0,100,8796,100,0,0,0,EL21400501,
39.165356,16.155310,LAGO,,IT006,IT,20051231,20051231,85,10,3259,,,,5,IT18Q90000001540,
39.165900,23.489000,SKIATHOS,,EL_UWWTD_2018,GR,20001231,20001231,98,2,14500,2,2,0,0,EL14301901,
39.166100,8.675980,NARCAO,,IT006,IT,20051231,20051231,100,0,2253,,,,0,IT20000000000111,
39.169400,-5.045880,HERRERA DEL DUQUE,,1,ES,20051231,20051231,100,0,13800,,,,0,ES11060630001010,
39.171442,16.718859,COTRONEI,,IT006,IT,20051231,20051231,69.5,5,21000,,,,25.5,IT18Q90000001658,
39.171460,9.382010,GEREMEAS,,IT006,IT,20051231,20051231,91,9,5885,,,,0,IT20000000000071,
39.171530,-3.852330,MALAGON,,1,ES,19981231,19981231,100,0,36450,0,0,0,0,ES8130520003010,
39.174070,8.973890,CAPOTERRA,,IT006,IT,20051231,20051231,100,0,12889,,,,0,IT20000000000043,
39.176741,16.394151,ROGLIANO,,IT006,IT,20051231,20051231,95,5,8800,,,,0,IT18Q90000001568,
39.177600,-6.626160,PUEBLA DE OBANDO,,1,ES,20051231,20051231,100,0,4200,,,,0,ES11061070001010,
39.178059,-0.466070,GUADASSUAR,,1,ES,20051231,20051231,100,0,4391,0,0,0,0,ES10461390001010,
39.178078,16.240539,ROSSANO,,IT006,IT,20001231,20001231,94,1,70000,,,,5,IT18Q90000001570,
39.179700,-6.039210,ALMOHARIN,,1,ES,20051231,20051231,100,0,4700,,,,0,ES11100200001010,
39.182200,22.759400,ALMYROS,,EL_UWWTD_2018,GR,19990101,20051231,100,0,10096,0,0,0,0,EL14300401,
39.182300,-6.229360,ALCUESCAR,,1,ES,20051231,20051231,100,0,5400,,,,0,ES11100100001010,
39.183231,-9.328750,Maceira,,PT_2016,PT,20051231,20051231,100,0,8600,,,,0,PTAGL325,
39.183350,-0.339343,BENICULL DE XUQUER,,,,,,,,,,,,,,
39.184981,-0.510911,ALCUDIA,,,,,,,,,,,,,,
39.188300,17.007908,ROCCA_DI_NETO,,IT006,IT,20051231,20051231,83.3,4,6000,,,,12.7,IT18Q90000001667,
39.192502,-8.733627,Vale de Santarem,,PT_2016,PT,20051231,20051231,100,0,3700,,,,0,PTAGL404,
39.196649,16.582901,ROSETO_CAPO_SPULICO,,IT006,IT,20001231,20001231,99,1,21700,,,,0,IT18Q90000001569,
39.197250,-1.420300,ALCALA DEL JUCAR,,1,ES,20051231,20051231,100,0,1386,0,0,0,0,ES8020070001010,
39.200398,-7.664358,Alter do Chao,,PT_2016,PT,20051231,20051231,100,0,2600,,,,0,PTAGL255,
39.204900,8.385840,PORTOSCUSO,,IT006,IT,20051231,20051230,100,0,5962,,,,0,IT20000000000152,
39.205454,16.911838,BELVEDERE_SPINELLO,,IT006,IT,20051231,20051231,100,0,3000,,,,0,IT18Q90000001653,
39.205900,20.881300,FILIPPIADA,,EL_UWWTD_2018,GR,20051231,20051231,100,0,4632,,0,0,0,EL21400801,
39.205970,16.326209,MANGONE,,IT006,IT,20051231,20051231,94,5,3000,,,,1,IT18Q90000001548,
39.206509,-0.406662,ALBALAT DE LA RIBERA,,,,,,,,,,,,,,
39.207000,-7.170910,CODOSERA (LA),,1,ES,20051231,20051231,100,0,5300,,,,0,ES11060370002010,
39.209137,-8.960325,Alcoentre,,PT_2016,PT,20051231,20051231,100,0,4200,,,,0,PTAGL245,
39.209750,-2.157620,RODA (LA),,1,ES,20001231,20001231,100,0,27833,0,0,0,0,ES8020690001010,
39.210860,8.464230,CORTOGHIANA,,IT006,IT,20051231,20051231,100,0,2660,,,,0,IT20000000000051,
39.211195,16.807729,CACCURI,,IT006,IT,20051231,20051231,90,4,3050,,,,6,IT18Q90000001654,
39.212130,16.268792,PATERNO_CALABRO,,IT006,IT,20051231,20051231,60,3,1441,,,,37,IT18Q90000001559,
39.212774,-0.295569,SUECA,,1,ES,19981231,20001231,100,0,21073,0,0,0,0,ES10462350008010,
39.212920,-1.723710,MAHORA,,1,ES,20051231,20051231,100,0,3405,0,0,0,0,ES8020460001010,
39.215305,-0.506644,CARLET,,1,ES,20051231,20051231,100,0,12558,0,0,0,0,ES10460850001010,
39.215360,9.566550,SANT_ELMO,,IT006,IT,20051231,20051231,100,0,2999,,,,0,IT20000000000180,
39.215408,16.467635,APRIGLIANO,,IT006,IT,20051231,20051231,85,14,2964,,,,1,IT18Q90000001510,
39.220100,-6.998290,ALBURQUERQUE,,1,ES,19981231,19981231,100,0,11900,,,,0,ES11060060001010,
39.220540,-3.607600,VILLARRUBIA DE LOS OJOS,,1,ES,19981231,19981231,100,0,19600,0,0,0,0,ES8130960001010,
39.222340,-3.503360,ARENAS DE SAN JUAN,,1,ES,20051231,20051231,100,0,1876,0,0,0,0,ES8130180001010,
39.223670,8.995430,ASI_CA_MACCHIAREDDU_(CASIC),,IT006,IT,20001231,20001231,100,0,39724,,,,0,IT20000000000013,
39.226300,-1.798110,MADRIGUERAS-MOTILLEJA,,1,ES,20051231,20051231,100,0,8055,0,0,0,0,ES8020450001010,
39.227600,-6.149100,MONTANCHEZ,,1,ES,20051231,20051231,100,0,8400,,,,0,ES11101260001010,
39.230830,-3.773720,FUENTE EL FRESNO,,1,ES,20051231,20051231,100,0,7787,0,0,0,0,ES8130440003010,
39.231030,9.123080,CAGLIARI,IT063,IT006,IT,19981231,20001231,100,0,518263,,,,0,IT20000000000036,
39.232800,20.603500,KANALLAKI,,EL_UWWTD_2018,GR,20051231,20051231,0,100,2491,100,0,0,0,EL21400701,
39.233746,16.316178,PIANE_CRATI,,IT006,IT,20051231,20051231,99.6,0,1500,,,,0.4,IT18Q90000001561,
39.233932,-8.609532,Almeirim/Alpiarca,,PT_2016,PT,19990101,20001231,100,0,27800,,,,0,PTAGL063,
39.234510,-9.264554,Miragaia,,PT_2016,PT,20051231,20051231,100,0,12900,,,,0,PTAGL336,
39.235915,-8.683047,Santarem,,PT_2016,PT,20001231,20001231,100,0,40000,,,,0,PTAGL083,
39.236390,9.500780,CASTIADAS,,IT006,IT,20051231,20051231,100,0,2600,,,,0,IT20000000000048,
39.239314,-1.088017,COFRENTES (BALNEARIO),,1,ES,20051231,20051231,100,0,583,0,0,0,0,ES10460970001030,
39.239464,16.098663,FIUMEFREDDO_BRUZIO,,IT006,IT,20001231,20001231,89.4,5,30700,,,,5.6,IT18Q90000001534,
39.239650,-3.421090,VILLARTA DE SAN JUAN,,1,ES,20051231,20051231,100,0,4424,0,0,0,0,ES8130970001010,
39.240357,17.067243,STRONGOLI,,IT006,IT,20001231,20001231,80,15,31623,,15,,5,IT18Q90000001673,
39.240999,-0.769451,MILLARES,,1,ES,19981231,20051231,100,0,839,0,0,0,0,ES10461670000000,
39.241292,-9.315351,Lourinha,,PT_2016,PT,20001231,20001231,100,0,18500,,,,0,PTAGL322,
39.243236,16.952742,CASABONA,,IT006,IT,20051231,20051231,79.1,0,2784,,,,20.9,IT18Q90000001655,
39.244700,-5.188630,VALDECABALLEROS,,1,ES,20051231,20051231,100,0,2800,,,,0,ES11061370003010,
39.246600,26.272400,AGHIA PARASKEVI,,EL_UWWTD_2018,GR,20051231,20051231,0,100,2420,100,0,0,0,EL41100201,
